Transaction_ID,Date,Branch,Product_Category,Product_Name,Unit_Price,Quantity,Total_Price_Before_Disc,Discount_Amount,Net_Sales,Customer_Type,Payment_Method,Satisfaction_Score,Return_Flag
TXN-20240645,4/17/2024,Bangkok Main,Home & Living,Bed Sheet Set,1800,2,3600,0,3600,Regular,Credit Card,4,No
TXN-20240922,4/17/2024,Phuket,Electronics,Tablet Air,18500,2,37000,0,37000,Regular,Cash,3,No
TXN-20241413,4/17/2024,Bangkok Main,Home & Living,Bed Sheet Set,1800,2,3600,0,3600,Regular,Cash,4,No
TXN-20240698,4/18/2024,Phuket,Electronics,Smartphone X1,25000,5,125000,0,125000,Regular,Credit Card,3,No
TXN-20240307,4/19/2024,Phuket,Fashion,Leather Bag,3500,1,3500,175,3325,VIP,Credit Card,4,No
TXN-20240391,4/19/2024,Phuket,Fashion,Denim Jeans,1200,1,1200,0,1200,Member,Credit Card,3,No
TXN-20241006,4/19/2024,Phuket,Electronics,Headphones Pro,5500,1,5500,0,5500,Member,Credit Card,5,No
TXN-20241139,4/19/2024,Phuket,Home & Living,Bed Sheet Set,1800,1,1800,0,1800,Member,Credit Card,1,No
TXN-20240607,4/20/2024,Khon Kaen,Electronics,Headphones Pro,5500,2,11000,0,11000,Member,QR Code,2,Yes
TXN-20240869,4/20/2024,Bangkok Sathorn,Home & Living,Air Purifier,4200,1,4200,0,4200,Member,Credit Card,5,No
TXN-20240981,4/20/2024,Chiang Mai,Fashion,Formal Shirt,890,1,890,0,890,Regular,QR Code,4,No
TXN-20241169,4/20/2024,Bangkok Main,Home & Living,Ceramic Vase,550,1,550,27.5,522.5,VIP,Credit Card,5,No
TXN-20240491,4/21/2024,Khon Kaen,Home & Living,Ceramic Vase,550,1,550,0,550,Regular,Credit Card,4,No
TXN-20240608,4/22/2024,Bangkok Sathorn,Home & Living,Air Purifier,4200,3,12600,0,12600,Regular,Credit Card,4,No
TXN-20240649,4/22/2024,Bangkok Main,Home & Living,Coffee Maker,3500,1,3500,0,3500,Regular,QR Code,4,No
TXN-20241077,4/23/2024,Bangkok Main,Electronics,Smart Watch V2,8900,2,17800,0,17800,Regular,Cash,3,No
TXN-20241106,4/24/2024,Phuket,Fashion,Sneakers Run,2500,1,2500,0,2500,Regular,QR Code,5,No
TXN-20241455,4/24/2024,Bangkok Main,Home & Living,Desk Lamp,790,2,1580,0,1580,Regular,QR Code,4,No
TXN-20241158,4/25/2024,Bangkok Sathorn,Fashion,Leather Bag,3500,1,3500,0,3500,Regular,QR Code,5,No
TXN-20241249,4/25/2024,Khon Kaen,Home & Living,Air Purifier,4200,3,12600,0,12600,Regular,QR Code,4,No
TXN-20241498,4/25/2024,Bangkok Main,Home & Living,Coffee Maker,3500,1,3500,0,3500,Regular,Cash,3,No
TXN-20240430,4/26/2024,Bangkok Main,Home & Living,Air Purifier,4200,1,4200,210,3990,VIP,Cash,5,No
TXN-20240560,4/26/2024,Phuket,Fashion,Summer T-Shirt,450,1,450,0,450,Regular,QR Code,5,No
TXN-20240713,4/26/2024,Bangkok Main,Fashion,Leather Bag,3500,1,3500,0,3500,Regular,Cash,3,No
TXN-20240862,4/26/2024,Phuket,Electronics,Smartphone X1,25000,2,50000,2500,47500,VIP,QR Code,5,No
TXN-20241326,4/26/2024,Khon Kaen,Electronics,Smart Watch V2,8900,5,44500,0,44500,Member,Cash,4,No
TXN-20240813,4/27/2024,Chiang Mai,Electronics,Tablet Air,18500,1,18500,0,18500,Member,QR Code,2,No
TXN-20241361,4/27/2024,Khon Kaen,Electronics,Tablet Air,18500,1,18500,925,17575,VIP,Cash,4,No
TXN-20240256,4/28/2024,Bangkok Main,Home & Living,Coffee Maker,3500,2,7000,0,7000,Regular,Credit Card,4,No
TXN-20240316,4/28/2024,Chiang Mai,Fashion,Sneakers Run,2500,3,7500,0,7500,Member,Credit Card,3,No
TXN-20240606,4/28/2024,Phuket,Home & Living,Air Purifier,4200,1,4200,0,4200,Member,Credit Card,3,No
TXN-20240674,4/28/2024,Phuket,Fashion,Leather Bag,3500,1,3500,0,3500,Regular,Cash,4,No
TXN-20240803,4/28/2024,Bangkok Sathorn,Fashion,Leather Bag,3500,1,3500,0,3500,Member,QR Code,5,No
TXN-20240123,4/29/2024,Bangkok Main,Home & Living,Bed Sheet Set,1800,3,5400,0,5400,Regular,QR Code,4,No
TXN-20240743,4/29/2024,Bangkok Main,Electronics,Smart Watch V2,8900,2,17800,0,17800,Member,Cash,4,No
TXN-20240774,4/29/2024,Phuket,Electronics,Smart Watch V2,8900,1,8900,0,8900,Member,Cash,5,No
TXN-20240015,4/30/2024,Bangkok Sathorn,Electronics,Tablet Air,18500,1,18500,0,18500,Regular,Credit Card,1,Yes
TXN-20240794,4/30/2024,Phuket,Electronics,Smartphone X1,25000,1,25000,0,25000,Regular,Cash,1,No
TXN-20240163,5/1/2024,Bangkok Main,Fashion,Leather Bag,3500,2,7000,350,6650,VIP,QR Code,4,No
TXN-20240809,5/1/2024,Phuket,Home & Living,Air Purifier,4200,2,8400,0,8400,Regular,Cash,4,No
TXN-20240096,5/2/2024,Bangkok Main,Electronics,Headphones Pro,5500,1,5500,0,5500,Regular,QR Code,3,No
TXN-20240144,5/2/2024,Bangkok Main,Home & Living,Air Purifier,4200,1,4200,0,4200,Regular,QR Code,3,No
TXN-20240650,5/2/2024,Chiang Mai,Electronics,Headphones Pro,5500,3,16500,0,16500,Regular,QR Code,1,Yes
TXN-20240996,5/2/2024,Khon Kaen,Electronics,Smartphone X1,25000,2,50000,2500,47500,VIP,QR Code,1,No
TXN-20241176,5/2/2024,Bangkok Sathorn,Home & Living,Coffee Maker,3500,1,3500,0,3500,Member,Cash,4,No
TXN-20241239,5/2/2024,Khon Kaen,Electronics,Headphones Pro,5500,1,5500,0,5500,Regular,Cash,2,No
TXN-20241450,5/2/2024,Phuket,Home & Living,Ceramic Vase,550,2,1100,0,1100,Regular,Cash,3,No
TXN-20240162,5/3/2024,Bangkok Main,Electronics,Smartphone X1,25000,1,25000,0,25000,Regular,Cash,3,Yes
TXN-20240318,5/3/2024,Bangkok Sathorn,Electronics,Tablet Air,18500,2,37000,0,37000,Regular,QR Code,4,No
TXN-20240026,5/4/2024,Bangkok Main,Home & Living,Ceramic Vase,550,1,550,0,550,Regular,Cash,1,No
TXN-20240188,5/4/2024,Phuket,Electronics,Laptop Pro 14,45000,2,90000,0,90000,Member,Cash,5,No
TXN-20240265,5/4/2024,Bangkok Sathorn,Electronics,Headphones Pro,5500,1,5500,0,5500,Regular,Credit Card,5,No
TXN-20240633,5/4/2024,Khon Kaen,Electronics,Smart Watch V2,8900,1,8900,0,8900,Regular,QR Code,3,No
TXN-20240647,5/4/2024,Phuket,Home & Living,Bed Sheet Set,1800,1,1800,0,1800,Regular,Credit Card,4,No
TXN-20240854,5/4/2024,Phuket,Electronics,Tablet Air,18500,2,37000,0,37000,Member,Credit Card,2,No
TXN-20240887,5/4/2024,Bangkok Sathorn,Electronics,Smartphone X1,25000,4,100000,5000,95000,VIP,Cash,5,No
TXN-20240899,5/4/2024,Phuket,Electronics,Smartphone X1,25000,1,25000,1250,23750,VIP,Credit Card,1,Yes
TXN-20240284,5/5/2024,Phuket,Fashion,Summer T-Shirt,450,2,900,0,900,Regular,QR Code,4,No
TXN-20240748,5/5/2024,Bangkok Main,Home & Living,Ceramic Vase,550,2,1100,0,1100,Member,Cash,5,No
TXN-20241142,5/5/2024,Chiang Mai,Fashion,Sneakers Run,2500,3,7500,0,7500,Regular,Credit Card,3,No
TXN-20241495,5/5/2024,Chiang Mai,Home & Living,Air Purifier,4200,2,8400,0,8400,Member,Credit Card,5,No
TXN-20240021,5/6/2024,Bangkok Main,Fashion,Summer T-Shirt,450,3,1350,0,1350,Regular,QR Code,1,No
TXN-20240200,5/6/2024,Bangkok Main,Home & Living,Ceramic Vase,550,1,550,0,550,Regular,Cash,3,No
TXN-20241490,5/6/2024,Bangkok Main,Electronics,Headphones Pro,5500,1,5500,0,5500,Regular,Cash,5,No
TXN-20240031,5/7/2024,Bangkok Sathorn,Fashion,Sneakers Run,2500,2,5000,0,5000,Regular,QR Code,4,No
TXN-20240228,5/7/2024,Bangkok Sathorn,Fashion,Formal Shirt,890,1,890,0,890,Member,Cash,5,No
TXN-20240359,5/7/2024,Phuket,Fashion,Sneakers Run,2500,2,5000,0,5000,Member,Credit Card,4,No
TXN-20240487,5/7/2024,Bangkok Main,Electronics,Smart Watch V2,8900,4,35600,0,35600,Member,Cash,2,No
TXN-20241070,5/7/2024,Chiang Mai,Electronics,Headphones Pro,5500,1,5500,0,5500,Regular,Cash,1,Yes
TXN-20240361,5/8/2024,Bangkok Main,Fashion,Leather Bag,3500,1,3500,0,3500,Regular,Cash,5,No
TXN-20241059,5/8/2024,Chiang Mai,Fashion,Sneakers Run,2500,1,2500,0,2500,Regular,QR Code,3,No
TXN-20241181,5/8/2024,Phuket,Fashion,Sneakers Run,2500,2,5000,0,5000,Regular,Cash,4,No
TXN-20241241,5/8/2024,Phuket,Home & Living,Ceramic Vase,550,1,550,0,550,Member,Credit Card,5,No
TXN-20241444,5/8/2024,Phuket,Electronics,Tablet Air,18500,1,18500,0,18500,Regular,Credit Card,4,No
TXN-20240490,5/10/2024,Khon Kaen,Electronics,Headphones Pro,5500,1,5500,0,5500,Regular,Cash,1,No
TXN-20240928,5/10/2024,Phuket,Electronics,Tablet Air,18500,1,18500,0,18500,Regular,QR Code,4,No
TXN-20241107,5/10/2024,Khon Kaen,Fashion,Sneakers Run,2500,1,2500,0,2500,Regular,Cash,4,No
TXN-20241166,5/10/2024,Bangkok Main,Fashion,Leather Bag,3500,2,7000,0,7000,Regular,QR Code,5,No
TXN-20240276,5/11/2024,Bangkok Sathorn,Electronics,Headphones Pro,5500,1,5500,0,5500,Member,Credit Card,5,No
TXN-20240572,5/11/2024,Bangkok Sathorn,Electronics,Tablet Air,18500,3,55500,0,55500,Member,QR Code,4,No
TXN-20240792,5/11/2024,Bangkok Main,Fashion,Denim Jeans,1200,4,4800,0,4800,Member,Cash,4,No
TXN-20240835,5/11/2024,Phuket,Electronics,Tablet Air,18500,1,18500,0,18500,Regular,Cash,4,No
TXN-20241148,5/11/2024,Khon Kaen,Fashion,Leather Bag,3500,4,14000,0,14000,Regular,QR Code,5,No
TXN-20241242,5/11/2024,Bangkok Sathorn,Fashion,Summer T-Shirt,450,1,450,0,450,Regular,QR Code,5,No
TXN-20240217,5/12/2024,Phuket,Electronics,Headphones Pro,5500,1,5500,275,5225,VIP,QR Code,4,No
TXN-20241116,5/12/2024,Khon Kaen,Fashion,Formal Shirt,890,1,890,0,890,Regular,QR Code,3,No
TXN-20240375,5/13/2024,Bangkok Main,Electronics,Laptop Pro 14,45000,1,45000,0,45000,Regular,Cash,3,No
TXN-20240402,5/13/2024,Phuket,Electronics,Smartphone X1,25000,2,50000,0,50000,Member,Cash,4,No
TXN-20240581,5/13/2024,Phuket,Fashion,Summer T-Shirt,450,3,1350,0,1350,Regular,QR Code,3,No
TXN-20241467,5/13/2024,Phuket,Electronics,Laptop Pro 14,45000,3,135000,0,135000,Regular,QR Code,4,No
TXN-20240003,5/14/2024,Phuket,Home & Living,Bed Sheet Set,1800,1,1800,0,1800,Member,Credit Card,3,No
TXN-20240190,5/14/2024,Phuket,Home & Living,Bed Sheet Set,1800,2,3600,0,3600,Regular,Credit Card,2,No
TXN-20240373,5/14/2024,Bangkok Main,Fashion,Sneakers Run,2500,1,2500,0,2500,Regular,Credit Card,5,No
TXN-20240538,5/14/2024,Phuket,Electronics,Tablet Air,18500,1,18500,0,18500,Regular,QR Code,4,No
TXN-20240921,5/14/2024,Bangkok Sathorn,Home & Living,Bed Sheet Set,1800,1,1800,0,1800,Member,QR Code,5,No
TXN-20240350,5/15/2024,Bangkok Main,Electronics,Laptop Pro 14,45000,1,45000,0,45000,Regular,QR Code,1,No
TXN-20240702,5/15/2024,Chiang Mai,Home & Living,Coffee Maker,3500,1,3500,0,3500,Member,Credit Card,5,No
TXN-20241002,5/15/2024,Phuket,Fashion,Summer T-Shirt,450,1,450,0,450,Regular,Cash,5,No
TXN-20241170,5/15/2024,Bangkok Main,Electronics,Smart Watch V2,8900,3,26700,0,26700,Regular,Cash,4,No
TXN-20241214,5/15/2024,Bangkok Sathorn,Home & Living,Coffee Maker,3500,3,10500,0,10500,Member,Cash,1,No
TXN-20241237,5/15/2024,Bangkok Sathorn,Fashion,Formal Shirt,890,1,890,0,890,Regular,Credit Card,5,No
TXN-20240095,5/16/2024,Khon Kaen,Home & Living,Air Purifier,4200,1,4200,0,4200,Regular,Cash,3,No
TXN-20240252,5/16/2024,Khon Kaen,Electronics,Headphones Pro,5500,3,16500,0,16500,Member,Credit Card,5,No
TXN-20240775,5/16/2024,Bangkok Sathorn,Electronics,Smartphone X1,25000,2,50000,0,50000,Regular,Cash,3,Yes
TXN-20240859,5/16/2024,Khon Kaen,Electronics,Laptop Pro 14,45000,1,45000,0,45000,Regular,Credit Card,4,No
TXN-20241460,5/16/2024,Phuket,Electronics,Smartphone X1,25000,3,75000,0,75000,Regular,QR Code,5,No
TXN-20240036,5/17/2024,Chiang Mai,Electronics,Smart Watch V2,8900,1,8900,0,8900,Member,Cash,1,No
TXN-20240214,5/17/2024,Bangkok Main,Electronics,Laptop Pro 14,45000,3,135000,0,135000,Regular,Cash,4,No
TXN-20240562,5/17/2024,Bangkok Sathorn,Electronics,Smartphone X1,25000,1,25000,0,25000,Regular,Cash,5,No
TXN-20240587,5/17/2024,Bangkok Main,Fashion,Leather Bag,3500,1,3500,0,3500,Member,QR Code,4,No
TXN-20240983,5/17/2024,Bangkok Sathorn,Home & Living,Ceramic Vase,550,1,550,0,550,Member,Credit Card,5,No
TXN-20241073,5/17/2024,Bangkok Main,Electronics,Headphones Pro,5500,2,11000,0,11000,Regular,Credit Card,4,No
TXN-20240824,5/18/2024,Phuket,Fashion,Denim Jeans,1200,1,1200,0,1200,Regular,Cash,3,No
TXN-20240154,5/19/2024,Bangkok Main,Electronics,Laptop Pro 14,45000,2,90000,0,90000,Member,Credit Card,3,Yes
TXN-20241062,5/19/2024,Bangkok Main,Fashion,Summer T-Shirt,450,2,900,45,855,VIP,Cash,5,No
TXN-20241459,5/19/2024,Phuket,Electronics,Smartphone X1,25000,1,25000,0,25000,Regular,QR Code,4,No
TXN-20240295,5/20/2024,Khon Kaen,Fashion,Summer T-Shirt,450,1,450,0,450,Member,QR Code,1,No
TXN-20241156,5/20/2024,Phuket,Home & Living,Coffee Maker,3500,1,3500,0,3500,Regular,QR Code,4,No
TXN-20241183,5/20/2024,Phuket,Fashion,Sneakers Run,2500,1,2500,0,2500,Regular,QR Code,4,No
TXN-20241202,5/20/2024,Phuket,Fashion,Formal Shirt,890,1,890,44.5,845.5,VIP,Cash,3,No
TXN-20241480,5/21/2024,Bangkok Main,Fashion,Formal Shirt,890,1,890,0,890,Regular,Cash,3,No
TXN-20240638,5/22/2024,Phuket,Electronics,Smartphone X1,25000,1,25000,0,25000,Regular,Credit Card,1,Yes
TXN-20241288,5/22/2024,Khon Kaen,Fashion,Summer T-Shirt,450,1,450,0,450,Member,Credit Card,4,No
TXN-20240135,5/23/2024,Bangkok Main,Fashion,Sneakers Run,2500,2,5000,0,5000,Regular,Credit Card,3,No
TXN-20240140,5/23/2024,Chiang Mai,Fashion,Sneakers Run,2500,1,2500,0,2500,Regular,QR Code,5,No
TXN-20240332,5/23/2024,Phuket,Electronics,Smart Watch V2,8900,2,17800,0,17800,Regular,QR Code,3,Yes
TXN-20240496,5/23/2024,Bangkok Main,Electronics,Tablet Air,18500,1,18500,0,18500,Regular,Credit Card,2,Yes
TXN-20240030,5/24/2024,Bangkok Sathorn,Fashion,Sneakers Run,2500,2,5000,0,5000,Regular,Credit Card,4,No
TXN-20241069,5/24/2024,Phuket,Electronics,Headphones Pro,5500,1,5500,0,5500,Member,Credit Card,5,No
TXN-20241200,5/24/2024,Phuket,Electronics,Smart Watch V2,8900,1,8900,0,8900,Regular,Cash,5,No
TXN-20241335,5/24/2024,Bangkok Main,Electronics,Smart Watch V2,8900,1,8900,0,8900,Regular,Credit Card,1,Yes
TXN-20241478,5/24/2024,Bangkok Sathorn,Fashion,Sneakers Run,2500,2,5000,0,5000,Regular,Cash,5,No
TXN-20241263,5/25/2024,Phuket,Fashion,Formal Shirt,890,2,1780,0,1780,Member,Cash,5,No
TXN-20241345,5/25/2024,Khon Kaen,Fashion,Sneakers Run,2500,1,2500,0,2500,Regular,QR Code,5,No
TXN-20240355,5/27/2024,Bangkok Main,Electronics,Laptop Pro 14,45000,2,90000,0,90000,Member,Cash,1,No
TXN-20240447,5/27/2024,Bangkok Main,Electronics,Laptop Pro 14,45000,2,90000,0,90000,Regular,Credit Card,1,Yes
TXN-20240609,5/27/2024,Phuket,Fashion,Formal Shirt,890,1,890,0,890,Regular,Credit Card,4,No
TXN-20240919,5/27/2024,Bangkok Sathorn,Electronics,Smartphone X1,25000,2,50000,0,50000,Regular,Cash,4,No
TXN-20240458,5/28/2024,Bangkok Sathorn,Home & Living,Bed Sheet Set,1800,1,1800,0,1800,Regular,Cash,5,No
TXN-20240556,5/28/2024,Phuket,Electronics,Tablet Air,18500,1,18500,0,18500,Regular,Cash,4,No
TXN-20241446,5/28/2024,Bangkok Sathorn,Electronics,Smartphone X1,25000,1,25000,0,25000,Regular,QR Code,4,No
TXN-20241470,5/28/2024,Bangkok Sathorn,Home & Living,Coffee Maker,3500,1,3500,0,3500,Regular,Credit Card,4,No
TXN-20240394,5/29/2024,Khon Kaen,Electronics,Smart Watch V2,8900,1,8900,0,8900,Member,Cash,1,Yes
TXN-20240889,5/29/2024,Bangkok Sathorn,Fashion,Denim Jeans,1200,1,1200,0,1200,Member,QR Code,4,No
TXN-20240941,5/29/2024,Phuket,Fashion,Leather Bag,3500,1,3500,0,3500,Regular,Cash,5,No
TXN-20241097,5/29/2024,Chiang Mai,Fashion,Leather Bag,3500,3,10500,0,10500,Regular,QR Code,5,No
TXN-20240226,5/30/2024,Bangkok Main,Fashion,Summer T-Shirt,450,2,900,0,900,Regular,Cash,3,No
TXN-20240536,5/30/2024,Phuket,Fashion,Summer T-Shirt,450,3,1350,0,1350,Regular,Credit Card,4,No
TXN-20240590,5/30/2024,Bangkok Sathorn,Electronics,Smartphone X1,25000,1,25000,0,25000,Member,Cash,5,No
TXN-20240717,5/30/2024,Phuket,Home & Living,Bed Sheet Set,1800,1,1800,0,1800,Regular,QR Code,5,No
TXN-20240861,5/30/2024,Bangkok Main,Electronics,Smartphone X1,25000,2,50000,0,50000,Regular,Cash,4,No
TXN-20240937,5/30/2024,Chiang Mai,Electronics,Tablet Air,18500,1,18500,0,18500,Member,Cash,5,No
TXN-20241310,5/30/2024,Bangkok Main,Electronics,Smart Watch V2,8900,3,26700,0,26700,Regular,Cash,5,No
TXN-20241329,5/30/2024,Phuket,Electronics,Smart Watch V2,8900,1,8900,0,8900,Member,Cash,3,No
TXN-20241423,5/30/2024,Khon Kaen,Electronics,Headphones Pro,5500,1,5500,0,5500,Regular,QR Code,5,No
TXN-20240465,5/31/2024,Khon Kaen,Electronics,Smartphone X1,25000,1,25000,0,25000,Member,Credit Card,4,No
TXN-20240554,5/31/2024,Chiang Mai,Home & Living,Coffee Maker,3500,1,3500,0,3500,Regular,QR Code,3,No
TXN-20240574,5/31/2024,Bangkok Main,Electronics,Smartphone X1,25000,1,25000,0,25000,Regular,Credit Card,4,No
TXN-20240614,5/31/2024,Phuket,Electronics,Smartphone X1,25000,1,25000,0,25000,Member,QR Code,1,No
TXN-20240731,5/31/2024,Phuket,Electronics,Smartphone X1,25000,1,25000,1250,23750,VIP,QR Code,3,No
TXN-20240955,5/31/2024,Bangkok Main,Fashion,Formal Shirt,890,3,2670,0,2670,Member,Credit Card,4,No
TXN-20241325,5/31/2024,Chiang Mai,Fashion,Summer T-Shirt,450,1,450,0,450,Member,QR Code,3,No
TXN-20241333,5/31/2024,Chiang Mai,Fashion,Leather Bag,3500,2,7000,0,7000,Regular,Credit Card,5,No
TXN-20240457,6/1/2024,Bangkok Sathorn,Home & Living,Desk Lamp,790,1,790,39.5,750.5,VIP,QR Code,1,No
TXN-20240510,6/1/2024,Khon Kaen,Fashion,Summer T-Shirt,450,1,450,67.5,382.5,Regular,Credit Card,5,No
TXN-20240561,6/1/2024,Bangkok Sathorn,Electronics,Smartphone X1,25000,1,25000,0,25000,Regular,Credit Card,5,No
TXN-20240771,6/1/2024,Bangkok Main,Electronics,Laptop Pro 14,45000,2,90000,0,90000,Regular,Credit Card,4,No
TXN-20241404,6/1/2024,Khon Kaen,Fashion,Sneakers Run,2500,2,5000,750,4250,Member,Credit Card,3,No
TXN-20240640,6/2/2024,Chiang Mai,Fashion,Denim Jeans,1200,1,1200,180,1020,Regular,QR Code,5,No
TXN-20240715,6/2/2024,Phuket,Fashion,Summer T-Shirt,450,1,450,67.5,382.5,Member,Credit Card,2,Yes
TXN-20240780,6/2/2024,Phuket,Home & Living,Coffee Maker,3500,1,3500,0,3500,Regular,Cash,5,No
TXN-20240893,6/2/2024,Phuket,Home & Living,Coffee Maker,3500,1,3500,0,3500,Member,Credit Card,5,No
TXN-20241030,6/2/2024,Bangkok Main,Electronics,Tablet Air,18500,1,18500,0,18500,Regular,QR Code,3,No
TXN-20241115,6/2/2024,Bangkok Sathorn,Electronics,Tablet Air,18500,1,18500,0,18500,Member,Cash,3,No
TXN-20241486,6/2/2024,Khon Kaen,Home & Living,Coffee Maker,3500,1,3500,0,3500,Member,QR Code,5,No
TXN-20240707,6/3/2024,Phuket,Electronics,Smart Watch V2,8900,1,8900,0,8900,Regular,Credit Card,4,No
TXN-20240237,6/4/2024,Khon Kaen,Fashion,Sneakers Run,2500,3,7500,1500,6000,VIP,Credit Card,1,No
TXN-20240660,6/4/2024,Chiang Mai,Electronics,Smart Watch V2,8900,1,8900,0,8900,Regular,Cash,3,No
TXN-20241177,6/4/2024,Phuket,Fashion,Denim Jeans,1200,1,1200,180,1020,Member,Cash,5,No
TXN-20241407,6/4/2024,Bangkok Main,Fashion,Summer T-Shirt,450,3,1350,202.5,1147.5,Regular,Cash,1,No
TXN-20240336,6/5/2024,Bangkok Sathorn,Home & Living,Coffee Maker,3500,2,7000,0,7000,Regular,Credit Card,3,No
TXN-20240557,6/5/2024,Khon Kaen,Electronics,Smartphone X1,25000,1,25000,0,25000,Regular,Cash,3,No
TXN-20240690,6/6/2024,Phuket,Home & Living,Coffee Maker,3500,1,3500,0,3500,Member,Credit Card,5,No
TXN-20240939,6/6/2024,Bangkok Main,Home & Living,Bed Sheet Set,1800,2,3600,180,3420,VIP,Cash,4,No
TXN-20241340,6/6/2024,Bangkok Main,Fashion,Leather Bag,3500,1,3500,525,2975,Member,Credit Card,4,No
TXN-20240522,6/7/2024,Phuket,Electronics,Smart Watch V2,8900,1,8900,0,8900,Member,Cash,1,Yes
TXN-20240726,6/7/2024,Bangkok Main,Electronics,Laptop Pro 14,45000,1,45000,0,45000,Regular,Cash,1,Yes
TXN-20241236,6/7/2024,Phuket,Electronics,Smart Watch V2,8900,3,26700,0,26700,Regular,Cash,2,Yes
TXN-20240266,6/8/2024,Bangkok Sathorn,Fashion,Summer T-Shirt,450,1,450,67.5,382.5,Member,QR Code,3,No
TXN-20240304,6/8/2024,Bangkok Main,Home & Living,Coffee Maker,3500,1,3500,0,3500,Regular,Cash,3,No
TXN-20240469,6/8/2024,Chiang Mai,Home & Living,Ceramic Vase,550,1,550,0,550,Regular,QR Code,5,No
TXN-20240810,6/8/2024,Phuket,Electronics,Tablet Air,18500,1,18500,0,18500,Member,Credit Card,3,No
TXN-20241058,6/8/2024,Bangkok Main,Electronics,Smart Watch V2,8900,1,8900,0,8900,Regular,QR Code,4,No
TXN-20241153,6/8/2024,Chiang Mai,Fashion,Formal Shirt,890,2,1780,267,1513,Regular,Cash,4,No
TXN-20241499,6/8/2024,Phuket,Fashion,Summer T-Shirt,450,2,900,135,765,Regular,QR Code,3,No
TXN-20240241,6/9/2024,Phuket,Home & Living,Desk Lamp,790,1,790,0,790,Regular,Credit Card,5,No
TXN-20240450,6/9/2024,Bangkok Sathorn,Home & Living,Ceramic Vase,550,1,550,0,550,Member,QR Code,4,No
TXN-20240593,6/9/2024,Bangkok Main,Home & Living,Ceramic Vase,550,3,1650,0,1650,Regular,Credit Card,4,No
TXN-20240632,6/9/2024,Bangkok Sathorn,Fashion,Sneakers Run,2500,2,5000,750,4250,Member,QR Code,5,No
TXN-20240652,6/9/2024,Bangkok Sathorn,Electronics,Laptop Pro 14,45000,1,45000,0,45000,Member,QR Code,3,No
TXN-20241461,6/9/2024,Khon Kaen,Home & Living,Ceramic Vase,550,2,1100,0,1100,Member,QR Code,4,No
TXN-20240076,6/10/2024,Bangkok Sathorn,Electronics,Tablet Air,18500,1,18500,0,18500,Member,QR Code,5,No
TXN-20240305,6/10/2024,Khon Kaen,Home & Living,Bed Sheet Set,1800,1,1800,0,1800,Regular,Cash,4,No
TXN-20240309,6/10/2024,Bangkok Sathorn,Electronics,Smart Watch V2,8900,4,35600,0,35600,Regular,QR Code,4,No
TXN-20240313,6/10/2024,Bangkok Sathorn,Home & Living,Coffee Maker,3500,3,10500,0,10500,Regular,QR Code,4,No
TXN-20240947,6/10/2024,Khon Kaen,Fashion,Leather Bag,3500,2,7000,1050,5950,Regular,Credit Card,4,No
TXN-20240054,6/11/2024,Chiang Mai,Fashion,Leather Bag,3500,1,3500,525,2975,Regular,QR Code,4,No
TXN-20240073,6/11/2024,Bangkok Sathorn,Electronics,Headphones Pro,5500,1,5500,0,5500,Regular,QR Code,2,Yes
TXN-20240129,6/11/2024,Phuket,Home & Living,Bed Sheet Set,1800,1,1800,0,1800,Regular,QR Code,5,No
TXN-20240842,6/11/2024,Bangkok Main,Fashion,Sneakers Run,2500,1,2500,375,2125,Regular,Cash,4,No
TXN-20241075,6/11/2024,Chiang Mai,Electronics,Smart Watch V2,8900,2,17800,0,17800,Regular,Credit Card,4,No
TXN-20241063,6/12/2024,Phuket,Fashion,Leather Bag,3500,5,17500,2625,14875,Member,QR Code,4,No
TXN-20240369,6/13/2024,Chiang Mai,Fashion,Formal Shirt,890,2,1780,267,1513,Member,QR Code,3,No
TXN-20240407,6/13/2024,Bangkok Sathorn,Electronics,Headphones Pro,5500,1,5500,275,5225,VIP,Credit Card,3,Yes
TXN-20240913,6/13/2024,Phuket,Electronics,Headphones Pro,5500,1,5500,0,5500,Regular,Credit Card,3,No
TXN-20241421,6/13/2024,Chiang Mai,Home & Living,Ceramic Vase,550,3,1650,82.5,1567.5,VIP,QR Code,4,No
TXN-20240654,6/14/2024,Phuket,Fashion,Denim Jeans,1200,4,4800,720,4080,Regular,QR Code,2,No
TXN-20240963,6/14/2024,Chiang Mai,Electronics,Headphones Pro,5500,2,11000,0,11000,Member,Credit Card,4,No
TXN-20240999,6/14/2024,Chiang Mai,Home & Living,Coffee Maker,3500,1,3500,0,3500,Regular,QR Code,5,No
TXN-20241020,6/14/2024,Phuket,Home & Living,Ceramic Vase,550,4,2200,0,2200,Member,Cash,3,No
TXN-20240345,6/15/2024,Bangkok Sathorn,Electronics,Tablet Air,18500,2,37000,1850,35150,VIP,Credit Card,4,No
TXN-20240683,6/15/2024,Bangkok Main,Home & Living,Coffee Maker,3500,2,7000,0,7000,Regular,Cash,3,No
TXN-20241016,6/15/2024,Bangkok Main,Home & Living,Bed Sheet Set,1800,1,1800,0,1800,Regular,Cash,4,No
TXN-20240567,6/16/2024,Khon Kaen,Home & Living,Desk Lamp,790,3,2370,0,2370,Member,Cash,5,No
TXN-20240001,6/17/2024,Khon Kaen,Electronics,Tablet Air,18500,1,18500,0,18500,Regular,Cash,2,No
